Modules	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S4	S5	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	Z2	Z3	Z4	Z5
M00052_Pyrimidine ribonucleotide biosynthesis	6535.24	3641.06	6250.09	5438.59	6583.58	6084.24	5422.93	6021.42	9192.33	8042.75	5046.77	8702.18	7523.43	8774.5	6437.67	8448.36	7313.04	5190.17	5248.41	6289.31	4649.91	7271.35	4163.49	3147.93	5909.81	4448.89	8712.64	8242.72	7495.63	5492.63	6273.96	4773.56	5285.56	5079.85	3843.68	5357.44	3689.84	4167.84	5004.36	4910.92	4197.04	6554.09	7304.54	7490.66	7838.44	6706.39	7420.94	6244.2	6733.53	6723.66	6469.43	7971.26	7035.11	7967.43	7270.07	6399.51
M00053_Pyrimidine deoxyribonuleotide biosynthesis	12422.84	10274.77	11618.12	19256.68	25604.46	25620.64	19042.31	21379.36	20559.47	20001.23	11863.13	15773.4	16035.65	16268.12	13553.24	19512.12	15050.89	11495.16	11514.67	13545.66	13859.32	13576.08	15389.85	11729.86	20818.71	13367.29	15918.12	14356.84	13884.49	10635.53	13578.14	10893.69	11204.66	11730.41	7173.36	11793.58	6789.29	9182.74	11768.61	9491.72	10871.5	16328.61	17578.18	16937.89	19425.31	16442.03	16410.61	13853.45	14907.7	14677.16	14349.77	17489.2	17171.36	17672.67	16923.71	14875.06
M00055_N-glycan precursor biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00056_O-glycan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00057_Glycosaminoglycan biosynthesis, linkage tetrasaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00060_Lipopolysaccharide biosynthesis, KDO2-lipid A	7000.74	5494.7	7130.55	3960.6	1466.19	1245.39	3853.03	1584.22	12954.28	9429.63	7886.15	14570.48	9477.05	11836.58	8079.47	7551.95	7301.78	10475	10343.06	10530.87	7910.36	7580.59	3505.38	2895.55	1817.91	4944.66	17063	17815.96	12651.78	10757.84	10694	6823.32	9509.8	9434.61	4711.74	10648.31	3281.84	5212.81	5595.38	5708.17	6922.74	11397.81	15302.25	11811.05	14091.87	13771.77	8181.53	8115.59	12014.24	8325.85	10727.57	9134.26	12071.84	14548.73	13141.48	12761.6
M00061_D-Glucuronate degradation	10838.58	6322.42	11096.12	2456.24	2253.62	2380.67	3468.18	7033.03	20263.32	24486.61	9959.87	12892.65	15990.23	8189.39	8943.48	15142.88	9863.88	5553.05	6021.19	6864.15	4749.45	12967.96	3486.89	3459.44	5718.42	6608.25	15000.16	13326.81	10160.24	8535.49	13749.58	9522.43	9419.22	12004.51	8114.58	10266.99	7070.73	8916.46	14272.27	8535.8	12077.94	17342.18	13782.59	17649.64	16207.41	13635.08	13098.99	14894.45	13671.56	11967.59	13332.14	20206.99	19378.44	12934.89	13014.29	14278.7
M00063_CMP-KDO biosynthesis	3408.22	2541.17	3448.5	1825.09	814.01	735.13	1747.14	923.88	6160.15	4354.11	3749.65	8111.91	4774.53	7036.48	3992.89	3693.82	3659.25	5045.84	4956.61	4997.46	3611.1	3685.42	1723.45	1396.55	1014.93	2332.43	8611.23	8842.04	7108.48	5556.63	5276.89	3214.19	4434.8	4263.36	2280.29	4876.31	1793.5	2446.96	2648.62	2802.92	3191.08	6096.3	8099.48	5926.34	7808.2	7226.96	3787.43	3886.95	5519.64	3912.91	4925.01	4206.92	6055.22	7579.68	6752.16	6361.55
M00064_ADP-L-glycero-D-manno-heptose biosynthesis	2955.16	585.75	2459.48	419.01	369.93	412.71	366.67	453.93	2321.03	3382.25	1061.31	1150.83	2209.56	948.52	2705.2	3973.69	2706.72	3847.7	3578.98	4188.75	1803.77	2935.25	647.92	546.13	618.7	705.68	1520.5	1126.91	857.32	949.87	1885.05	833.89	1599.86	1744.08	950.73	1613.42	1051.17	725.23	2044.24	1193.69	1376.04	4557.74	4882.29	4584.96	5581.09	4691.53	1495.84	1495.9	2036.58	1065.25	1606.75	2203.32	4787.91	4403.4	3470.44	3563.94
M00065_GPI-anchor biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00080_Lipopolysaccharide biosynthesis, from inner core	1367.08	1477.43	1294.78	1078.6	852.96	914.71	1044.75	1054.82	2033.06	1830.7	1550.31	5559.53	2315.11	5880.85	1698.78	1584.19	1636.82	2010.11	1930.85	1990.96	3318.41	1423.73	1424.76	1278.32	1268.77	1773.75	4295.64	4136.12	4953.05	3004.03	2630.2	1498.22	1700.17	1495.38	1081.64	2011.48	1447.84	958.74	1079.31	1188.02	1018.25	3915.58	5755.13	3237.7	6272.07	5170.58	1408.95	1410.61	1973.24	1484.46	1934.21	1607.07	2857.32	4400.6	3418.77	2672.6
M00081_Pectin degradation	1462.44	209.45	1323.89	62.45	98.96	102.34	88.62	111.63	2049.22	3115.48	3173.21	2228.32	2381.39	1258.36	1727.14	1362	1378.17	1382.55	1507.03	1344.96	96.93	1448.39	141.36	296.27	187.04	196.01	4109.98	3934.26	2663.79	3075.77	2753.51	2217.1	2626.93	2793.82	1426.45	3201.53	670.59	2024.46	1905.86	1165.3	3280.65	2284.49	2872.56	2906.1	2291.51	2689.7	2432.07	2406.63	3468.67	2619.76	2907.23	2887.65	2522.92	2697.83	2386.36	2616.43
M00082_Fatty acid biosynthesis, initiation	9321.15	10048.15	9293.56	15614.23	19655.25	20335.18	16194.37	18689.04	19428.87	16294.58	8761.25	13094.58	13887.4	13837.84	10429.59	14085.16	11548.72	8248.75	8299.45	10028.66	11041.19	10957.95	13375.17	10393.18	17190.79	12461.95	12413.59	11974.58	10462.37	8027.19	10282.13	7439.03	7928.66	8198.13	5575.32	8435.01	5539.88	6240.82	7901.16	7123.42	6788.37	13493.49	13772.64	13036.53	15666.23	12727.68	12739.99	10161.46	10907.01	11375.95	10504.21	13022.86	12073.42	13826.87	12613.91	10717.95
M00083_Fatty acid biosynthesis, elongation	16731.53	12237.34	16364.44	16661.7	20560.64	21195.72	17105.51	20337.91	28332.61	23529.38	14907.69	23862.65	21316.08	22198.12	16393.54	20665.9	18459.39	15072.92	15018.88	17276.66	14320.76	18584.13	14226.69	11282.32	18680.72	14270.86	25089.37	24507.29	19826.78	16098.31	17777.41	13404.1	15961.76	17617.12	9635.25999999999	17218.31	8929.94	11436.83	14484.88	12547.08	13076.73	19997.08	19498.15	19786.58	20012.55	18248.41	21799.25	20870.05	21442.98	20268.41	20819.41	25978	20382.98	21387.23	19860.54	18771.86
M00086_beta-Oxidation, acyl-CoA synthesis	3134.24	2086.49	3160.41	3206.03	2711.6	2166.03	2831.04	1480.49	7907.23	7458.41	3848.06	5444.99	5451.11	3327.46	4001.39	4812.76	3976.26	4021.64	4096.32	4292.9	2999.76	3453.36	1928.3	1165.88	1833	1930.22	7339.91	7400.82	4437.03	4301.33	5424.17	3200.58	4737.2	5279.92	2068.48	5396.07	1218.01	2467.13	3689.94	2263.8	4137.39	6366.69	6268.42	5803.25	5980.86	5965.63	4909.73	5320.48	6595.68	4750.35	6107.86	6589.37	6872.86	5912.77	5988.29	6352.96
M00087_beta-Oxidation	451.69	858.07	321.93	294.44	476.75	495.7	458.75	564.46	221.44	304.79	425.12	199.2	200.39	640.91	370.94	674.81	411.18	1280.97	1134.63	1567.66	491.51	361.52	798.76	610.51	806.63	907.52	129.66	146.66	84.68	136.62	93.51	375.57	199.26	134.9	304.44	195.29	504.31	227.48	257.37	339.4	188.81	88.78	26.29	32.95	29.19	33.72	139.21	260.56	177.29	192.89	177.88	166.61	243.02	306.54	257.89	251.05
M00088_Ketone body biosynthesis	1444.6	1299.15	1270.47	3961.06	5328.43	4663.11	3644.84	4048.02	4171.18	5579.38	1691.3	2944.91	3487.64	2768.62	1371.47	2872.24	2109.32	2234.07	2083.14	2896.88	1691.63	1419.73	2575.05	1882.9	4408.7	2049.27	2303.28	1649.77	2090.52	1251.9	2573.63	1032.24	970.13	1645.49	425.62	1207.56	572.53	766.66	2467.59	947.71	1720.71	3694.9	2517.28	2389.22	3420.92	2715.45	1790.71	2001.66	1586.36	1407.65	1364.32	2589.89	3989.35	2192.67	2066.93	2438.86
M00089_Triacylglycerol biosynthesis	6470.83	4003.26	5919.39	12268.18	17185.83	16609.31	11448.13	12724.62	7802.81	8107.56	3986.98	7569.31	6803.41	8096.89	6418.46	10304.9	8284.1	4959.24	4961.3	6438.51	5707.94	7038.77	8760.93	6111.4	13059.06	6200.27	6414.53	5563.41	6392.03	4073.42	5506.15	4185.42	3885.4	3814.08	3819.76	3771.68	4026.09	4018.14	5348.7	4878.6	3728.76	7025.11	6861.67	7218.98	8260.16	6453.89	7081.92	5817.84	5154.12	6199.77	5391.99	7872.9	7093.6	6816.27	6439.87	5498.5
M00090_PC biosynthesis, from choline	596.8	33.04	632.12	15.75	3.19	0.37	61.36	5.4	949	323.58	108.52	231.81	280.64	138.27	241.08	281.02	163.5	431.57	418.58	419.74	29.04	805.91	7.19	63.52	17.49	92.54	158.35	315.68	131.71	123.69	128.85	2.15	16.71	19.14	3.35	9.27	1.26	33.96	51.24	90.51	31.21	316.71	373.68	507.49	379.31	191.81	10.52	6.04	8.81	16.21	11.48	5.14	160.26	494.31	302.54	217.3
M00091_PC biosynthesis, from phosphatidylethanolamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00092_PE biosynthesis, from ethanolamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00093_PE biosynthesis	4707.74	3441.07	4578.89	7407.25	8854.03	7751.21	6589.04	5829.12	7745.88	7340.2	4048.54	7661.69	6115.55	6600.87	5313.44	7421.16	5856.27	5089.78	5074.72	5655.33	4763.43	4994.19	4961.83	3113.95	6479.58	4248.86	7968.21	7651.74	6415.72	4813.82	5823.03	4112.92	4631.44	4923.97	3433.35	4981.69	3059.99	3824.65	4765	4114.06	4210.12	7273.01	7079.28	6265.1	7405.71	6863.65	6592.34	6110.71	6601.34	5947.9	6540.91	7831.51	7579.72	6775.99	7047.47	6686.26
M00094_Ceramide biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00095_C5 isoprenoid biosynthesis, mevalonate pathway	1132.13	4420.71	1012.06	4392.31	6101.93	5900.54	4017.11	9873.41	6528.35	6924.85	2580.79	4175.63	4904.37	6018.97	1338.75	2904.83	2082.55	1619.05	1564.89	2201.21	3763.56	1157.75	3877.18	3063.28	8552.74	5222.6	2873.2	2037.94	2627.27	1267.9	2671.3	1750.79	1504.39	1529.96	434.51	1922.5	1128.51	764.56	2370.33	938.21	1703	3420.71	1936.22	2237.32	2558.95	2226.37	3594.99	1841.95	1824.84	3006.08	1283.6	2456.45	4118.15	2007.44	2049.5	2558.55
M00096_C5 isoprenoid biosynthesis, non-mevalonate pathway	16299.42	7683.55	15357.49	24396.66	31606.7	30370.79	23579.63	19029.55	24013.71	23245.33	12874.28	23893.13	20067.5	20646.75	15423.9	21965.43	18252.18	12739.43	12956.21	15135.28	12788.91	18144.19	16932.1	12090.71	20918.22	11173.04	24656.27	23256.61	20167.2	15033.67	17525.24	11258.72	13511.4	13532.86	9263.05999999999	13686.27	8225.06	10809.87	13822.42	12309.98	12293.57	20651.72	21139.84	21622.4	23048.11	19786.08	18393.28	17422.21	18080.46	17079.69	17820.78	21051.89	21695.44	22080.81	20745.47	19070.18
M00098_Acylglycerol degradation	400.01	24.62	346.32	88.05	245.25	98.05	32.32	27.18	31.57	32.27	112.31	119.57	172.22	129.86	132.3	132.69	111.27	46.91	46.91	51.58	56.04	496.43	126.63	60.05	89.82	151.28	122.26	115.67	87.54	87.53	44.64	103.47	91.74	313.97	23.09	164.97	32.16	143.26	199.71	202.13	74.14	66.63	276.21	426.99	382.48	186.3	59.19	283.19	211.47	34.95	180.1	475.58	150.58	354.74	259.49	161.08
M00101_Cholesterol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00103_Cholecalciferol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00104_Bile acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00106_Conjugated bile acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00107_Steroid hormone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00108_C21-Steroid hormone biosynthesis (corticosterone/aldosterone)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00110_C19/C18-Steroid hormone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00112_Tocopherol/tocotorienol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00113_Jasmonic acid biosynthesis	167.72	291.55	143.45	112.26	184.04	194.79	180.27	224.6	157.3	248.88	245.72	132.94	139.08	292.98	101.77	186.34	140.62	343.44	298.4	402.39	188.22	164.74	298.4	241.88	301.95	348.85	96.8	89.32	48.32	92.42	82.72	192.7	86.02	85.38	143.42	79.76	223.42	69.94	65.34	58.96	52.64	40.26	21.51	19.08	24.62	16.06	70.42	108.32	72.72	68.52	72.38	72.2	30.37	40.26	22.27	27.1
M00114_Ascorbate biosynthesis, from glucose-6P	7504.55	5195.44	7418.48	13149.59	16370.04	14020.02	11758.23	10709.49	14114.67	12361.07	7422.95	10909.36	10123.61	9093.71	6593.34	8531.93	6947.44	6995.3	6938.92	7567.73	5826.11	8545.81	7927.05	4737.12	12114.03	6568.21	12335.76	12089.76	9196.24	7651.66	8913.04	5634.96	7426.54	7705.26	3567.91	7728.19	2749.31	4830.28	6443.3	5005.33	6570.3	9689.99	10067	10578.97	10326.88	9248.67	7948.45	8098.75	9253.26	7584.79	8189.78	9676.68	10522.02	11381.05	10308.83	9790.2
M00115_NAD biosynthesis	8849.47	5135.01	8387.56	11629.23	14027.36	13250.18	10807.3	10298.88	16263.08	15297.89	8077.58	14472.45	12579.86	13963.41	8527.82	12046.09	10118.4	8007.35	8015.09	9313.24	6835.86	9590.38	8481.59	6757.74	10881.66	6671.32	14429.67	13505.89	11747	8584.78	10622.92	7109.27	7981.78	7456.29	5666.33	8262.84	5283.24	6471.31	8232.5	7231.75	7476.09999999999	12470.75	12076.14	11849.57	13367.91	11517.86	12276.04	10039.75	10596.18	11555.88	9994.29	12168.48	12517.63	11550.24	11279.35	10683.3
M00116_Menaquinone biosynthesis	6198.43	9599.68	6288.07	5549.78	5203.03	6007.71	5128.44	12838.88	9916.38	6798.3	5702.17	5885.31	5948.82	4393.79	5392.52	4918.18	4337.05	6991.77	6865.32	6669.97	10544.67	7036.72	6277.42	5353.75	10316.15	9909.53	9231.5	10184.48	4730.32	5549.9	5902.51	5091.98	6310.37	6312.57	3784.78	6952.75	2831.01	3979.01	4228.95	4499.3	4659.84	5609.89	7075.14	7297.88	5835.01	5992.45	5342.3	5190.59	8020.63	5448.06	6678.85	6233.69	6443.37	7746.85	7173.54	7419.04
M00117_Ubiquinone biosynthesis, from chorismate	3359.6	2379.64	3193.01	6353.01	8553.39	7577.58	5613.2	4731.77	3763.71	2316.32	1976.1	5163.68	2708	6262.61	2109.15	2838.93	2020.88	3735.19	3493.39	4095.63	2542.52	3951.76	4615.41	2794.77	6093.37	3193.33	4240.61	4102.75	4315.48	2670.37	2320.17	2264.67	2055.28	2092.64	1737.23	2309.28	2175.07	1430.43	1709.43	1845.73	1292.74	1821.34	2692.63	3386.16	2873.84	2009.33	2028.5	1849.04	2137.38	2025.26	1776.46	2476.56	1973.23	3181.87	2461.48	2149.09
M00118_Glutathione biosynthesis	173.96	1152.2	105.83	2073.98	2937.64	2582.9	2103.21	2814.89	679.81	459.8	360.39	389.7	437.47	1037.47	158.68	316.66	167.51	606.3	546.02	775.56	1168.94	120.7	1501.88	975.18	2856.97	1537.74	177.35	134.95	160.88	38.98	54.36	318.05	175.93	71.12	101.72	249.44	298.85	65.67	52.8	30.98	26.05	27.47	6.41	2.94	4.29	7.81	474.18	47.25	122.25	419.78	30.6	67.99	9.08	12.42	18.25	2.97
M00119_Pantothenate biosynthesis	7644.38	5306.71	7462.93	11781.73	15031.88	13791.23	10412.57	10275.65	13097.46	11155.72	6949.21	13044.98	10095.05	13056.57	6388.64	8466.48	7493.8	6706.24	6736.98	7491.83	6619.77	8532.29	8310.04	5249.94	10974	6828.95	13036.25	12598.01	10615.98	7721.28	8412.62	6703.08	7394.66	7400.84	4882.17	8132.12	4634.82	5146.02	6299.45	5721.98	5882.13	8365.74	8573.94	9506.91	8812.19	8034.42	9417.85	7689.52	9290.04	8826.93	8277.54	9499.73	9508.56	9531.01	8759.05	8762.95
M00120_Coenzyme A biosynthesis	9842.95	6745.86	9265.62	10062.65	13092.84	13544.9	10293.32	13602.71	15105.51	13375.75	8002.24	13141.28	11795.87	13132.87	8649.08	11099.75	9755.46	8079.83	8054.3	9169.04	8278.48	10996.65	8535.07	6913.61	12322.56	8382.59	13303.96	12533.44	10723.99	7976.37	9511.71	6744.64	7768.47	7324.97	4880.8	8025.03	4423.79	5877.25	7353.22	6891.77	6514.20999999999	10893.92	12429.35	12529.88	13475.49	11263.23	11167.08	9171.48	10034.25	10209.23	9459.07	10984.61	11456.28	12688.95	11330.86	10175.27
M00121_Heme biosynthesis	17176.17	8143.43	15517.51	19717.3	25512.8	25566.64	17987.71	16458.64	15381.78	16729.64	9195.66	17962.59	14826.13	17092.03	15124.2	22965.37	18093.07	13352.21	13178.49	15559.25	13740.04	19100.43	15742.12	11387.29	17344.43	11490.89	16968.15	14797.87	15370.37	10479.61	12769.78	8468.24	10152.65	10582.1	6782.67	10058.81	6649.82	8746.6	12365.42	11243.73	8928.82	17953.53	21073.22	20661.57	24772.36	19237.64	15875.17	14498.24	14398.36	13359.17	15361.04	19153.31	17680.63	20856.8	18614.15	15294.13
M00122_Cobalamin biosynthesis	13102.99	5250.12	12699.58	16698.33	21265.74	20454.87	14292.06	10969.67	16990.62	16227.74	9908.05	20529.37	15449.41	16308.21	13599.08	19625.75	16133.37	11195.23	11441.21	14294.25	10296.36	14421.41	12138.36	8579.31	12655.07	7846.88	20422.28	19369.56	18226.62	13239.84	15195.67	9474.22	10254.24	10238.72	7773.44	9792.79	6542.09	9596.37	12429.39	10523.99	11074.9	18354.04	18299.5	17239.96	20776.12	17534.04	13262.73	14368.07	12804.78	13265.07	13586.94	17764.44	19037	18075.36	16723.42	15535.15
M00123_Biotin biosynthesis, from pimeloyl-ACP/CoA	6980.43	3349.74	7046.79	4475.89	5340.56	7362.19	4672.13	3705.98	9336.03	7294.52	6522.09	10940.11	7837.98	8946.21	6301.41	7577.04	6566.98	6466.22	6550.11	6839.34	5017.87	8225.47	5407.43	5046.82	3062.05	4038.36	13088.29	13118.93	9518.74	7837.99	7364.16	5733.09	6452.25	6461.3	4335.96	7140.84	3546.11	5299.34	5270.61	5424.16	6055.65	9277.1	12176.31	10685.52	12710.48	11008.67	6957.15	7114.01	8462.76	7269.26	7930.11	8582.36	9009.28	11621.82	9802.02	8920.41
M00124_Pyridoxal biosynthesis	6403.23	4224.88	6169.37	3985.86	3507.25	3220.54	3821.91	3754.79	11640.32	11195.85	5563.63	7180.45	8250.75	5667.74	5535.86	6855.93	5532.71	5733.55	5768.14	6340.08	3706.96	7415.48	3480.96	2381.02	3783.2	4171.11	8807.82	8865.31	5667.05	5350.41	7304.14	4465.53	5830.33	6393.24	3186.33	6427.26	2559.12	3638.88	5667.49	4047.95	5413.34	7737.94	7691.74	9867.28	7799.19	7009.57	6110.35	6236.95	7560.35	5962.46	6706.98	7631.48	9480.53000000001	8377.62	7627.56	8317.12
M00125_Riboflavin biosynthesis	7862.01	5106.2	7263.52	12337.08	15622.52	15217.75	11147.54	9612.81	15434.62	13935	8471.35	14419.99	12470.3	14358.5	7848.78	9975.64	9446.33	8509.91	8446.29	9378.99	7613.63	8244.01	9474.21	6900.47	10350.62	6928.28	15153.45	14132.2	12056.57	8967.89	10170.31	6524.84	8275.46	8314.2	3938.85	9112.02	3435.2	5498.11	7478.23	6166.33	7322.26999999999	11757.99	12130.97	10731.66	12588.88	11618.66	10960.43	9315.09	10786.86	10384.79	10081.18	11385.14	12512.2	11840.92	10965.49	10924.97
M00126_Tetrahydrofolate biosynthesis	10929.05	7598.44	10491.03	15478.65	18527.39	17821.47	14227.94	12538.45	20619.71	17332.24	10752.92	16999.25	14604	16991.14	10902.99	14121.81	11412.06	10810.29	10847.33	11587.86	11520.86	12001.77	11577.58	8401.43	13251.74	9419.43	18414.19	18272.14	13676.95	10940.99	12330.18	8994.8	11728.35	10973.46	5837.91	12629.84	4867.91	7534.18	9091	8473.63	8923.99	14830.38	16246.5	14518.86	16373.1	15100.59	16656.19	13780.71	15918.74	15857.99	14999.22	17061.26	14639.36	15961.45	15646.23	14255.49
M00127_Thiamine biosynthesis	8438.04	5754.19	7988.52	8372.5	10047.44	10261.31	7419.9	9633.77	13153.6	11719.41	6845.35	11898.2	10219.55	11038.32	7881.02	11170.74	9428.06	8112.14	8104.13	8959.57	7322.64	9139.67	7532.35	6362.98	9013.94	7071.84	12628.12	12167.56	9666.27	7372.37	8607.73	6328.22	7127.1	7232.91	4876.22	7891.75	4440.39	5876.2	7184.54	6590.7	6597.09	10596	10778.44	10682.21	10886.09	10203.36	11082.16	9577.77	10441.65	10294.47	10203.16	11823.49	11665.43	11048.48	10904.02	10472.25
M00128_Ubiquinone biosynthesis, from 4-hydroxybenzoate	74.04	0.16	42.97	0.16	0.14	0.14	0.16	0.37	0	0	0	0	0	0	78.87	156.9	79.28	299.8	270.54	380.21	0	41.56	0.33	0.18	0.2	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0
M00129_Ascorbate biosynthesis, from glucose-1P	5112.15	3869.43	5263.97	8898.91	11439.5	11380.17	8476.94	8830.88	9459.88	8347.56	3977.83	6208.43	6105.64	5874.08	4140.78	4941.97	3892.46	3955.13	3989.24	4496.57	4886.68	6104.76	6466.44	4735.1	8895.01	4936.15	5587.34	5548.49	5500.05	4219.04	5227.8	3442.67	3538.87	3481.65	2939.81	3843.68	2922.88	3119.27	4098.78	3390.66	3692.94	6088.87	6062.16	6622.78	6578.02	5598.2	4348.23	3772.82	4133.66	4344.54	3892.37	4424.71	6014.19	5887.9	5250.18	5256.61
M00130_Inositol phosphate metabolism, from PI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00131_Inositol phosphate metabolism, from Ins(1,3,4,5)P4	2850.4	1431.05	2658.2	501.99	345.47	426.61	526.62	1613.42	3522.95	3584.75	1594.36	1855.58	2490.3	1634.22	1959.09	3069.4	2001.93	2075.57	2049.72	2340.31	1188.45	3346.25	708.53	604.3	1242.52	1349.79	2310.1	2203.36	1306.15	1207.36	1976.84	1608.25	1944.28	2061.17	1154.93	2081.86	1102.2	1314.92	2143.58	1521.15	1753.23	2564.22	2760.57	3871.52	3145.41	2430.09	2626.52	2188.83	2491.34	2232.23	2385.67	3116.79	3180.52	2929.81	2546.57	2592.28
M00132_Inositol phosphate metabolism, from Ins(1,3,4)P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00133_Polyamine biosynthesis, spermidine	2001.22	1235.76	1930.01	1334.65	2559.12	4655.41	1693.59	2037.69	3536.85	3408.51	2277.24	6469.04	3792.26	6345.03	3090.72	4351.96	3625.59	2685.37	2616.86	3444.67	2588.92	2044.63	3444.39	3828.91	1249.19	2146.74	5348.17	4777.07	6056.95	3835.03	3826.13	1880.69	1673.28	1531.48	1968.09	1609.29	1936.11	2144.72	2116.77	2402.77	1838.24	2542.57	1775.49	1978.69	1629.85	1866.74	3153.13	2949.65	2526.7	3048.56	2764.4	3706.55	3264.29	2519	3050.82	3042.68
M00134_Polyamine biosynthesis, putrescine	458.3	395.04	626.34	3671.85	5161.52	4815.39	3094.2	2735.77	2320.84	1280.63	462.31	1661.38	995.64	1620.73	716.11	780.41	698.96	851.72	865.35	962.57	708.03	721.55	2255.67	1302.4	3264.75	916.51	1166.8	1386.97	1362.09	739.42	838.15	321.74	156.97	238.56	190.92	297.41	226.36	87.58	76.4	78.05	57.38	1131.22	1286.06	718.62	1243.8	972.81	246.71	178.72	337	194.01	393	231.66	686.88	1227.23	959.98	732.14
M00136_GABA biosynthesis, prokaryotes	134.04	393.33	93.26	91.46	47.3	24.67	286.61	28.12	0	0	0	0.19	0	0	103.62	175.86	107.84	358.68	312.65	417.22	159.16	99.15	135.3	281.98	187.27	445.13	13.95	5.06	0.43	0	15.71	0	0	0	0.28	0	0	0	0	0.48	0	27.76	15.39	21.57	20.44	9.9	0	0	0	0	0	0	25.16	44.63	24.92	40.4
